
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
RES0402_100                      R169                             450   1      1   1   1 2           2 0 RXI_NO_DATA1_N      (76-129-13)
RES0402_100                      R169                             450   1      2   2   1 1           1 0 RXI_NO_DATA1_P      (76-175-13)
RES0402_100                      R170                             443   1      1   1   1 2           2 0 RXI_SO_DATA1_N      (76-145-13)
RES0402_100                      R170                             443   1      2   2   1 1           1 0 RXI_SO_DATA1_P      (76-187-13)
RES0402_100                      R171                             435   1      1   1   1 2           2 0 RXI_SO_DATA6_N      (76-115-13)
RES0402_100                      R171                             435   1      2   2   1 1           1 0 RXI_SO_DATA6_P      (76-133-13)
RES0402_100                      R172                             452   1      1   1   1 2           2 0 RXI_NO_DATA6_N      (76-118-13)
RES0402_100                      R172                             452   1      2   2   1 1           1 0 RXI_NO_DATA6_P      (76-113-13)
RES0402_100                      R173                             436   1      1   1   1 2           2 0 TXI_SO_WR_WAIT_N    (76-149-13)
RES0402_100                      R173                             436   1      2   2   1 1           1 0 TXI_SO_WR_WAIT_P    (76-153-13)
RES0402_100                      R174                             417   1      1   1   1 2           2 0 RXI_CCLK_N          (76-206-13)
RES0402_100                      R174                             417   1      2   2   1 1           1 0 RXI_CCLK_P          (76-205-13)
RES0402_100                      R175                             415   1      1   1   1 2           2 0 PHY_LINK            (293-24-13)
RES0402_100                      R175                             415   1      2   2   1 1           1 0 PHY_LED0            (293-26-13)
RES0402_100                      R176                             416   1      1   1   1 2           2 0 PHY_ACTIVITY        (293-6-13)
RES0402_100                      R176                             416   1      2   2   1 1           1 0 PHY_LED1            (293-8-13)
RES0402_100                      R177                             421   1      1   1   1 2           2 0 RXI_EA_DATA4_N      (76-100-13)
RES0402_100                      R177                             421   1      2   2   1 1           1 0 RXI_EA_DATA4_P      (76-99-13)
RES0402_100                      R178                             422   1      1   1   1 2           2 0 RXI_EA_LCLK_N       (76-92-13)
RES0402_100                      R178                             422   1      2   2   1 1           1 0 RXI_EA_LCLK_P       (76-96-13)
RES0402_100                      R179                             423   1      1   1   1 2           2 0 RXI_EA_DATA0_N      (76-80-13)
RES0402_100                      R179                             423   1      2   2   1 1           1 0 RXI_EA_DATA0_P      (76-97-13)
RES0402_100                      R180                             424   1      1   1   1 2           2 0 TXI_EA_RD_WAIT_N    (76-98-13)
RES0402_100                      R180                             424   1      2   2   1 1           1 0 TXI_EA_RD_WAIT_P    (76-68-13)
RES0402_100                      R181                             425   1      1   1   1 2           2 0 RXI_EA_DATA5_N      (76-73-13)
RES0402_100                      R181                             425   1      2   2   1 1           1 0 RXI_EA_DATA5_P      (76-66-13)
RES0402_100                      R182                             426   1      1   1   1 2           2 0 TXI_EA_WR_WAIT_N    (76-93-13)
RES0402_100                      R182                             426   1      2   2   1 1           1 0 TXI_EA_WR_WAIT_P    (76-95-13)
RES0402_100                      R183                             430   1      1   1   1 2           2 0 RXO_EA_RD_WAIT_N    (76-75-13)
RES0402_100                      R183                             430   1      2   2   1 1           1 0 RXO_EA_RD_WAIT_P    (76-78-13)
RES0402_100                      R184                             427   1      1   1   1 2           2 0 RXI_EA_DATA1_N      (76-77-13)
RES0402_100                      R184                             427   1      2   2   1 1           1 0 RXI_EA_DATA1_P      (76-94-13)
RES0402_100                      R185                             428   1      1   1   1 2           2 0 RXI_EA_DATA6_N      (76-88-13)
RES0402_100                      R185                             428   1      2   2   1 1           1 0 RXI_EA_DATA6_P      (76-103-13)
RES0402_100                      R186                             429   1      1   1   1 2           2 0 RXI_EA_FRAME_N      (76-87-13)
RES0402_100                      R186                             429   1      2   2   1 1           1 0 RXI_EA_FRAME_P      (76-84-13)
RES0402_100                      R187                             418   1      1   1   1 2           2 0 RXI_EA_DATA2_N      (76-67-13)
RES0402_100                      R187                             418   1      2   2   1 1           1 0 RXI_EA_DATA2_P      (76-72-13)
RES0402_100                      R188                             419   1      1   1   1 2           2 0 RXI_EA_DATA7_N      (76-85-13)
RES0402_100                      R188                             419   1      2   2   1 1           1 0 RXI_EA_DATA7_P      (76-91-13)
RES0402_100                      R189                             420   1      1   1   1 2           2 0 RXI_EA_DATA3_N      (76-64-13)
RES0402_100                      R189                             420   1      2   2   1 1           1 0 RXI_EA_DATA3_P      (76-101-13)
RES0402_240                      R132                             351   1      1   1   1 2           2 0 GND                 (3-11-13)
RES0402_240                      R132                             351   1      2   2   1 1           1 0 CR3                 (1240-35-13)
RES0402_240                      R133                             354   1      1   1   1 2           2 0 CR1                 (1193-8-13)
RES0402_240                      R133                             354   1      2   2   1 1           1 0 3P3V                (76-222-13)
RES0402_240                      R134                             352   1      1   1   1 2           2 0 3P3V                (76-222-13)
RES0402_240                      R134                             352   1      2   2   1 1           1 0 DONE_0              (261-1-13)
RES0402_240                      R135                             355   1      1   1   1 2           2 0 GND                 (3-11-13)
RES0402_240                      R135                             355   1      2   2   1 1           1 0 U2_ZQ               (1199-2-13)
RES0402_240                      R136                             356   1      1   1   1 2           2 0 GND                 (3-11-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
RES0402_240                      R136                             356   1      2   2   1 1           1 0 U2_ZQ               (1199-2-13)
RES0402_240                      R137                             353   1      1   1   1 2           2 0 CR2                 (76-102-13)
RES0402_240                      R137                             353   1      2   2   1 1           1 0 DSP_FLAG            (76-71-13)
RES0402_620                      R225                             528   1      1   1   1 2           2 0 P0_VBUS             (293-28-13)
RES0402_620                      R225                             528   1      2   2   1 1           1 0 CR5                 (1193-12-13)
RES0402_620                      R226                             529   1      1   1   1 2           2 0 USB_VBUS            (293-39-13)
RES0402_620                      R226                             529   1      2   2   1 1           1 0 CR4                 (1228-27-13)
RES0402_620                      R227                             527   1      1   1   1 2           2 0 SYS_5P0V            (76-235-13)
RES0402_620                      R227                             527   1      2   2   1 1           1 0 DCDPG               (293-68-13)
RES0402_887                      R212                             487   1      1   1   1 2           2 0 GND                 (3-11-13)
RES0402_887                      R212                             487   1      2   2   1 1           1 0 R_EXT               (346-149-13)
RES0603_24K9                     R228                             544   1      1   1   1 2           2 0 FB11                (1814-2-13)
RES0603_24K9                     R228                             544   1      2   2   1 1           1 0 U19_L2              (293-63-13)
RES0603_69K8                     R231                             570   1      1   1   1 2           2 0 FB21                (293-59-13)
RES0603_69K8                     R231                             570   1      2   2   1 1           1 0 U19_L1              (293-52-13)
RES0603_100K                     R229                             548   1      1   1   1 2           2 0 GND                 (3-11-13)
RES0603_100K                     R229                             548   1      2   2   1 1           1 0 FB11                (1814-2-13)
RJ45-10_100_1000-BELFUSE         J9                               531   1      1   1   1 12         16 0 RJ45-1P8V           (293-22-13)
RJ45-10_100_1000-BELFUSE         J9                               531   1      2   2   1 11         15 0 PHY_MDI0P           (293-3-13)
RJ45-10_100_1000-BELFUSE         J9                               531   1      3   3   1 14         18 0 3P3V                (76-222-13)
RJ45-10_100_1000-BELFUSE         J9                               531   1      4   4   1 13         17 0 PHY_ACTIVITY        (293-6-13)
RJ45-10_100_1000-BELFUSE         J9                               531   1      5   5   1 16         20 0 3P3V                (76-222-13)
RJ45-10_100_1000-BELFUSE         J9                               531   1      6   6   1 15         19 0                     (0-0-0)
RJ45-10_100_1000-BELFUSE         J9                               531   1      7   7   1 10         14 0 PHY_MDI0N           (293-25-13)
RJ45-10_100_1000-BELFUSE         J9                               531   1      8   8   1 4           8 0 PHY_MDI1P           (293-2-13)
RJ45-10_100_1000-BELFUSE         J9                               531   1      9   9   1 6          10 0 RJ45-1P8V           (293-22-13)
RJ45-10_100_1000-BELFUSE         J9                               531   1     10  10   1 5           9 0 PHY_MDI1N           (293-27-13)
RJ45-10_100_1000-BELFUSE         J9                               531   1     11  11   1 3           7 0 PHY_MDI2P           (293-15-13)
RJ45-10_100_1000-BELFUSE         J9                               531   1     12  12   1 1           5 0 RJ45-1P8V           (293-22-13)
RJ45-10_100_1000-BELFUSE         J9                               531   1     13  13   1 2           6 0 PHY_MDI2N           (293-14-13)
RJ45-10_100_1000-BELFUSE         J9                               531   1     14  14   1 8          12 0 PHY_MDI3P           (293-5-13)
RJ45-10_100_1000-BELFUSE         J9                               531   1     15  15   1 7          11 0 RJ45-1P8V           (293-22-13)
RJ45-10_100_1000-BELFUSE         J9                               531   1     16  16   1 9          13 0 PHY_MDI3N           (293-4-13)
RJ45-10_100_1000-BELFUSE         J9                               531   1     17  17   1 17         21 0 PHY_LINK            (293-24-13)
RJ45-10_100_1000-BELFUSE         J9                               531   2      1   1   2 GND1        1 0 GND                 (3-11-13)
RJ45-10_100_1000-BELFUSE         J9                               531   2      1   1   3 GND2        2 0 GND                 (3-11-13)
RJ45-10_100_1000-BELFUSE         J9                                 0   3      1   1   4 MH2         4 1                     (0-0-0)
RJ45-10_100_1000-BELFUSE         J9                                 0   3      1   1   5 MH1         3 1                     (0-0-0)
SN65LVDS4                        U4                               469   1      1   1   1 2           2 0 RXO_EA_RD_WAIT_P    (76-78-13)
SN65LVDS4                        U4                               469   1      2   2   1 8           8 0 RXO_EA_RD_WAIT      (76-51-13)
SN65LVDS4                        U4                               469   1      3   3   1 3           3 0 RXO_EA_RD_WAIT_N    (76-75-13)
SN65LVDS4                        U4                               469   1      4   4   1 4           4 0                     (0-0-0)
SN65LVDS4                        U4                               469   1      5   5   1 6           6 0                     (0-0-0)
SN65LVDS4                        U4                               469   1      6   6   1 9           9 0                     (0-0-0)
SN65LVDS4                        U4                               469   2      1   1   2 7           7 0 GND                 (3-11-13)
SN65LVDS4                        U4                               469   2      1   1   3 10         10 0 2P5V                (7-127-13)
SN65LVDS4                        U4                               469   2      1   1   4 5           5 0 2P5V                (7-127-13)
SN65LVDS4                        U4                               469   2      1   1   5 1           1 0 GND                 (3-11-13)
SW_PB_SPST_2PIN                  SW1                              492   1      1   1   1 1           1 0 GND                 (3-11-13)
SW_PB_SPST_2PIN                  SW1                              492   1      2   2   1 2           2 0 PB_RESET_L          (76-245-13)
TEST_TERM_BLK                    TP3                              573   1      1   1   1 1           1 0 GND                 (3-11-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
TEST_TERM_BLK                    TP4                              572   1      1   1   1 1           1 0 GND                 (3-11-13)
TEST_TERM_RED                    TP1                              545   1      1   1   1 1           1 0 1P0V                (50-26-13)
TEST_TERM_RED                    TP2                              546   1      1   1   1 1           1 0 SYS_5P0V            (76-235-13)
TPD12S016                        U5                               484   1      1   1   1 23         23 0 HDMI_TX2_P          (346-132-13)
TPD12S016                        U5                               484   1      2   2   1 22         22 0 HDMI_TX2_N          (346-144-13)
TPD12S016                        U5                               484   1      3   3   1 7           7 0 HDMI_CEC_B          (346-133-13)
TPD12S016                        U5                               484   1      4   4   1 1           1 0 HDMI_CEC            (346-137-13)
TPD12S016                        U5                               484   1      5   5   1 21         21 0 HDMI_TX1_P          (346-143-13)
TPD12S016                        U5                               484   1      6   6   1 20         20 0 HDMI_TX1_N          (346-142-13)
TPD12S016                        U5                               484   1      7   7   1 17         17 0 HDMI_TX0_N          (346-131-13)
TPD12S016                        U5                               484   1      8   8   1 18         18 0 HDMI_TX0_P          (346-140-13)
TPD12S016                        U5                               484   1      9   9   1 15         15 0 HDMI_TXC_N          (346-148-13)
TPD12S016                        U5                               484   1     10  10   1 16         16 0 HDMI_TXC_P          (346-130-13)
TPD12S016                        U5                               484   1     11  11   1 2           2 0 PS_I2C_SCL          (7-167-13)
TPD12S016                        U5                               484   1     12  12   1 8           8 0 I2C_SCL             (76-212-13)
TPD12S016                        U5                               484   1     13  13   1 3           3 0 PS_I2C_SDA          (7-176-13)
TPD12S016                        U5                               484   1     14  14   1 9           9 0 I2C_SDA             (76-230-13)
TPD12S016                        U5                               484   1     15  15   1 4           4 0 HDMI_HPD            (346-138-13)
TPD12S016                        U5                               484   1     16  16   1 10         10 0 HDMI_HPD_B          (346-135-13)
TPD12S016                        U5                               484   1     17  17   1 5           5 0 VDD_GPIO            (7-123-13)
TPD12S016                        U5                               484   1     18  18   1 12         12 0 VDD_GPIO            (7-123-13)
TPD12S016                        U5                               484   2      1   1   2 19         19 0 GND                 (3-11-13)
TPD12S016                        U5                               484   2      1   1   3 14         14 0 GND                 (3-11-13)
TPD12S016                        U5                               484   2      1   1   4 6           6 0 GND                 (3-11-13)
TPD12S016                        U5                               484   2      1   1   5 24         24 0 VDD_GPIO            (7-123-13)
TPD12S016                        U5                               484   2      1   1   6 13         13 0 HDMI_5V             (346-129-13)
TPD12S016                        U5                               484   2      1   1   7 11         11 0 SYS_5P0V            (76-235-13)
USB_MICRO_AB_RA_SMT              J10                              539   1      1   1   1 1           1 0 P0_VBUS             (293-28-13)
USB_MICRO_AB_RA_SMT              J10                              539   1      2   2   1 2           2 0 P0_USB_DN           (293-40-13)
USB_MICRO_AB_RA_SMT              J10                              539   1      3   3   1 3           3 0 P0_USB_DP           (293-36-13)
USB_MICRO_AB_RA_SMT              J10                              539   1      4   4   1 5           5 0 GND                 (3-11-13)
USB_MICRO_AB_RA_SMT              J10                              539   1      5   5   1 6           6 0 SHLD                (1228-24-13)
USB_MICRO_AB_RA_SMT              J10                              539   1      6   6   1 7           7 0 SHLD                (1228-24-13)
USB_MICRO_AB_RA_SMT              J10                              539   1      7   7   1 4           4 0 P0_USB_ID           (293-35-13)
USB_MICRO_AB_RA_SMT              J10                              539   1      8   8   1 8           8 0 SHLD                (1228-24-13)
USB_MICRO_AB_RA_SMT              J10                              539   1      9   9   1 9           9 0 SHLD                (1228-24-13)
USB_MICRO_B_RA_SMT               J11                              537   1      1   1   1 1           1 0 USB_VBUS            (293-39-13)
USB_MICRO_B_RA_SMT               J11                              537   1      2   2   1 2           2 0 DM                  (1228-31-13)
USB_MICRO_B_RA_SMT               J11                              537   1      3   3   1 3           3 0 DP                  (1228-25-13)
USB_MICRO_B_RA_SMT               J11                              537   1      4   4   1 5           5 0 GND                 (3-11-13)
USB_MICRO_B_RA_SMT               J11                              537   1      5   5   1 6           6 0 SHLD                (1228-24-13)
USB_MICRO_B_RA_SMT               J11                              537   1      6   6   1 7           7 0 SHLD                (1228-24-13)
USB_MICRO_B_RA_SMT               J11                              537   1      7   7   1 4           4 0                     (0-0-0)
USB_MICRO_B_RA_SMT               J11                              537   1      8   8   1 8           8 0 SHLD                (1228-24-13)
USB_MICRO_B_RA_SMT               J11                              537   1      9   9   1 9           9 0 SHLD                (1228-24-13)
USB_MICRO_B_RA_SMT               J11                                0   2      1   1   2 10         10 1                     (0-0-0)
USB_MICRO_B_RA_SMT               J11                                0   2      1   1   3 11         11 1                     (0-0-0)
USB3320_ULPI_XCVR                U17                              535   1      1   1   1 3           3 0 P0_USB_D0           (3-39-13)
USB3320_ULPI_XCVR                U17                              535   1      2   2   1 4           4 0 P0_USB_D1           (3-21-13)
USB3320_ULPI_XCVR                U17                              535   1      3   3   1 5           5 0 P0_USB_D2           (3-18-13)
USB3320_ULPI_XCVR                U17                              535   1      4   4   1 6           6 0 P0_USB_D3           (3-16-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
USB3320_ULPI_XCVR                U17                              535   1      5   5   1 7           7 0 P0_USB_D4           (3-15-13)
USB3320_ULPI_XCVR                U17                              535   1      6   6   1 9           9 0 P0_USB_D5           (3-13-13)
USB3320_ULPI_XCVR                U17                              535   1      7   7   1 10         10 0 P0_USB_D6           (3-12-13)
USB3320_ULPI_XCVR                U17                              535   1      8   8   1 13         13 0 P0_USB_D7           (3-26-13)
USB3320_ULPI_XCVR                U17                              535   1      9   9   1 31         31 0 P0_USB_DIR          (3-2-13)
USB3320_ULPI_XCVR                U17                              535   1     10  10   1 29         29 0 P0_USB_STP          (3-44-13)
USB3320_ULPI_XCVR                U17                              535   1     11  11   1 2           2 0 P0_USB_NXT          (3-42-13)
USB3320_ULPI_XCVR                U17                              535   1     12  12   1 1           1 0 P0_USB_CLK          (3-7-13)
USB3320_ULPI_XCVR                U17                              535   1     13  13   1 18         18 0 P0_USB_DP           (293-36-13)
USB3320_ULPI_XCVR                U17                              535   1     14  14   1 19         19 0 P0_USB_DN           (293-40-13)
USB3320_ULPI_XCVR                U17                              535   1     15  15   1 26         26 0 P0_USB_24M_REFCLK   (1182-4-13)
USB3320_ULPI_XCVR                U17                              535   1     16  16   1 25         25 0                     (0-0-0)
USB3320_ULPI_XCVR                U17                              535   1     17  17   1 16         16 0                     (0-0-0)
USB3320_ULPI_XCVR                U17                              535   1     18  18   1 15         15 0 GND                 (3-11-13)
USB3320_ULPI_XCVR                U17                              535   1     19  19   1 17         17 0 P0_USB_CPEN         (293-46-13)
USB3320_ULPI_XCVR                U17                              535   1     20  20   1 22         22 0 N21090237           (293-43-13)
USB3320_ULPI_XCVR                U17                              535   1     21  21   1 23         23 0 ID                  (293-32-13)
USB3320_ULPI_XCVR                U17                              535   1     22  22   1 24         24 0 N21090289           (293-29-13)
USB3320_ULPI_XCVR                U17                              535   1     23  23   1 27         27 0 BOARD_RESET_L       (76-242-13)
USB3320_ULPI_XCVR                U17                              535   1     24  24   1 8           8 0 1P8V                (3-14-13)
USB3320_ULPI_XCVR                U17                              535   1     25  25   1 11         11 0 1P8V                (3-14-13)
USB3320_ULPI_XCVR                U17                              535   1     26  26   1 14         14 0 1P8V                (3-14-13)
USB3320_ULPI_XCVR                U17                              535   1     27  27   1 12         12 0                     (0-0-0)
USB3320_ULPI_XCVR                U17                              535   2      1   1   2 32         32 0 1P8V                (3-14-13)
USB3320_ULPI_XCVR                U17                              535   2      1   1   3 30         30 0 1P8V                (3-14-13)
USB3320_ULPI_XCVR                U17                              535   2      1   1   4 28         28 0 1P8V                (3-14-13)
USB3320_ULPI_XCVR                U17                              535   2      1   1   5 21         21 0 SYS_5P0V            (76-235-13)
USB3320_ULPI_XCVR                U17                              535   2      1   1   6 20         20 0 VDD33               (1228-23-13)
USB3320_ULPI_XCVR                U17                              535   2      1   1   7 33         33 0 GND                 (3-11-13)
USB3320_ULPI_XCVR                U18                              536   1      1   1   1 3           3 0 DATA0               (1228-26-13)
USB3320_ULPI_XCVR                U18                              536   1      2   2   1 4           4 0 DATA1               (1228-14-13)
USB3320_ULPI_XCVR                U18                              536   1      3   3   1 5           5 0 DATA2               (1228-22-13)
USB3320_ULPI_XCVR                U18                              536   1      4   4   1 6           6 0 DATA3               (1228-20-13)
USB3320_ULPI_XCVR                U18                              536   1      5   5   1 7           7 0 DATA4               (1228-33-13)
USB3320_ULPI_XCVR                U18                              536   1      6   6   1 9           9 0 DATA5               (1228-34-13)
USB3320_ULPI_XCVR                U18                              536   1      7   7   1 10         10 0 DATA6               (1228-28-13)
USB3320_ULPI_XCVR                U18                              536   1      8   8   1 13         13 0 DATA7               (1228-35-13)
USB3320_ULPI_XCVR                U18                              536   1      9   9   1 31         31 0 P1_USB_DIR          (1228-7-13)
USB3320_ULPI_XCVR                U18                              536   1     10  10   1 29         29 0 P1_USB_STP          (1228-8-13)
USB3320_ULPI_XCVR                U18                              536   1     11  11   1 2           2 0 P1_USB_NXT          (1228-9-13)
USB3320_ULPI_XCVR                U18                              536   1     12  12   1 1           1 0 P1_USB_CLK          (1228-6-13)
USB3320_ULPI_XCVR                U18                              536   1     13  13   1 18         18 0 DP                  (1228-25-13)
USB3320_ULPI_XCVR                U18                              536   1     14  14   1 19         19 0 DM                  (1228-31-13)
USB3320_ULPI_XCVR                U18                              536   1     15  15   1 26         26 0 REFCLK              (1182-11-13)
USB3320_ULPI_XCVR                U18                              536   1     16  16   1 25         25 0                     (0-0-0)
USB3320_ULPI_XCVR                U18                              536   1     17  17   1 16         16 0                     (0-0-0)
USB3320_ULPI_XCVR                U18                              536   1     18  18   1 15         15 0                     (0-0-0)
USB3320_ULPI_XCVR                U18                              536   1     19  19   1 17         17 0                     (0-0-0)
USB3320_ULPI_XCVR                U18                              536   1     20  20   1 22         22 0 VBUS                (1228-30-13)
USB3320_ULPI_XCVR                U18                              536   1     21  21   1 23         23 0 ID                  (293-32-13)
USB3320_ULPI_XCVR                U18                              536   1     22  22   1 24         24 0 RBIAS               (1228-29-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
USB3320_ULPI_XCVR                U18                              536   1     23  23   1 27         27 0 RESETB              (1228-19-13)
USB3320_ULPI_XCVR                U18                              536   1     24  24   1 8           8 0 1P8V                (3-14-13)
USB3320_ULPI_XCVR                U18                              536   1     25  25   1 11         11 0 1P8V                (3-14-13)
USB3320_ULPI_XCVR                U18                              536   1     26  26   1 14         14 0 1P8V                (3-14-13)
USB3320_ULPI_XCVR                U18                              536   1     27  27   1 12         12 0                     (0-0-0)
USB3320_ULPI_XCVR                U18                              536   2      1   1   2 32         32 0 1P8V                (3-14-13)
USB3320_ULPI_XCVR                U18                              536   2      1   1   3 30         30 0 1P8V                (3-14-13)
USB3320_ULPI_XCVR                U18                              536   2      1   1   4 28         28 0 1P8V                (3-14-13)
USB3320_ULPI_XCVR                U18                              536   2      1   1   5 21         21 0 USB_VBUS            (293-39-13)
USB3320_ULPI_XCVR                U18                              536   2      1   1   6 20         20 0 VDD33               (1228-23-13)
USB3320_ULPI_XCVR                U18                              536   2      1   1   7 33         33 0 GND                 (3-11-13)
VOLTMON_4IN_3P3                  U9                               493   1      1   1   1 8           8 0 RST_L               (76-243-13)
VOLTMON_4IN_3P3                  U9                               493   1      2   2   1 2           2 0 3P3V                (76-222-13)
VOLTMON_4IN_3P3                  U9                               493   1      3   3   1 3           3 0 1P8V                (3-14-13)
VOLTMON_4IN_3P3                  U9                               493   1      4   4   1 5           5 0 V3IN                (76-247-13)
VOLTMON_4IN_3P3                  U9                               493   1      5   5   1 1           1 0 PB_RESET_L          (76-245-13)
VOLTMON_4IN_3P3                  U9                               493   1      6   6   1 6           6 0 V4IN                (76-253-13)
VOLTMON_4IN_3P3                  U9                               493   1      7   7   1 7           7 0 GND                 (3-11-13)
VOLTMON_4IN_3P3                  U9                               493   2      1   1   2 4           4 0 GND                 (3-11-13)
XTAL_4P_25MHZ                    Y2                               530   1      1   1   1 1           1 0 ETH_XTAL_IN         (293-13-13)
XTAL_4P_25MHZ                    Y2                               530   1      2   2   1 3           3 0 ETH_XTAL_OUT        (293-18-13)
XTAL_4P_25MHZ                    Y2                               530   1      3   3   1 2           2 0                     (0-0-0)
XTAL_4P_25MHZ                    Y2                               530   1      4   4   1 4           4 0                     (0-0-0)
ZYNQ_7Z020_CLG400                U1                               108   1      1   1   1 R11       291 0 DONE_0              (261-1-13)
ZYNQ_7Z020_CLG400                U1                               108   1      2   2   1 R10       290 0 INIT_B_0            (261-20-13)
ZYNQ_7Z020_CLG400                U1                               108   1      3   3   1 L6        206 0 PROG_B_0            (261-12-13)
ZYNQ_7Z020_CLG400                U1                               108   1      4   4   1 F9        109 0 JTAG_TCK            (261-11-13)
ZYNQ_7Z020_CLG400                U1                               108   1      5   5   1 G6        126 0 JTAG_TDI            (261-17-13)
ZYNQ_7Z020_CLG400                U1                               108   1      6   6   1 F6        106 0 JTAG_TDO            (261-18-13)
ZYNQ_7Z020_CLG400                U1                               108   1      7   7   1 J6        166 0 JTAG_TMS            (261-16-13)
ZYNQ_7Z020_CLG400                U1                               108   1      8   8   1 M9        229 0 GND                 (3-11-13)
ZYNQ_7Z020_CLG400                U1                               108   1      9   9   1 M10       230 0 GND                 (3-11-13)
ZYNQ_7Z020_CLG400                U1                               108   1     10  10   1 M6        226 0 3P3V                (76-222-13)
ZYNQ_7Z020_CLG400                U1                               108   1     11  11   1 K9        189 0 VADC_P              (261-23-13)
ZYNQ_7Z020_CLG400                U1                               108   1     12  12   1 L10       210 0 VADC_N              (261-19-13)
ZYNQ_7Z020_CLG400                U1                               108   1     13  13   1 N6        246 0 3P3V                (76-222-13)
ZYNQ_7Z020_CLG400                U1                               108   1     14  14   1 R6        286 0 3P3V                (76-222-13)
ZYNQ_7Z020_CLG400                U1                               108   1     15  15   1 T6        306 0 3P3V                (76-222-13)
ZYNQ_7Z020_CLG400                U1                               108   2      1   1   2 K6        186 0 3P3V                (76-222-13)
ZYNQ_7Z020_CLG400                U1                               108   2      1   1   3 F10       110 0 GND                 (3-11-13)
ZYNQ_7Z020_CLG400                U1                               108   2      1   1   4 F11       111 0 GND                 (3-11-13)
ZYNQ_7Z020_CLG400                U1                               108   2      1   1   5 K10       190 0 VREFP_0             (261-15-13)
ZYNQ_7Z020_CLG400                U1                               108   2      1   1   6 L9        209 0 VREFP_0             (261-15-13)
ZYNQ_7Z020_CLG400                U1                               108   2      1   1   7 J10       170 0 VREFP_0             (261-15-13)
ZYNQ_7Z020_CLG400                U1                               108   2      1   1   8 J9        169 0 VCC_XADC            (261-10-13)
ZYNQ_7Z020_CLG400                U1                               106   3      1   1   9 E7         87 0 PS_CLK33M           (261-4-13)
ZYNQ_7Z020_CLG400                U1                               106   3      2   2   9 C7         47 0 PS_POR_L            (76-263-13)
ZYNQ_7Z020_CLG400                U1                               106   3      3   3   9 E6         86 0 SD_DETECT           (261-28-13)
ZYNQ_7Z020_CLG400                U1                               106   3      4   4   9 A7          7 0 QSPI_CS_L           (261-42-13)
ZYNQ_7Z020_CLG400                U1                               106   3      5   5   9 B8         28 0 QSPI_IO_0           (261-36-13)
ZYNQ_7Z020_CLG400                U1                               106   3      6   6   9 D6         66 0 QSPI_IO_1           (261-26-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
ZYNQ_7Z020_CLG400                U1                               106   3      7   7   9 B7         27 0 QSPI_IO_2           (261-29-13)
ZYNQ_7Z020_CLG400                U1                               106   3      8   8   9 A6          6 0 QSPI_IO_3           (1182-15-13)
ZYNQ_7Z020_CLG400                U1                               106   3      9   9   9 A5          5 0 QSPI_CLK            (261-40-13)
ZYNQ_7Z020_CLG400                U1                               106   3     10  10   9 D8         68 0 PS_MIO7             (261-34-13)
ZYNQ_7Z020_CLG400                U1                               106   3     11  11   9 D5         65 0 VMODE_1             (261-25-13)
ZYNQ_7Z020_CLG400                U1                               106   3     12  12   9 B5         25 0 PS_MIO9             (261-35-13)
ZYNQ_7Z020_CLG400                U1                               106   3     13  13   9 E9         89 0 SD_DAT0             (261-37-13)
ZYNQ_7Z020_CLG400                U1                               106   3     14  14   9 C6         46 0 SD_CMD              (261-33-13)
ZYNQ_7Z020_CLG400                U1                               106   3     15  15   9 D9         69 0 PS_MIO12            (261-24-13)
